OlinkID,cv_percent,UniProt,Assay,Panel,Retain
OID31081,31.15880404099351,P43320,CRYBB2,Neurology_II,Unique Protein
OID31082,34.75794088973936,P26718,KLRK1,Neurology_II,Unique Protein
OID31083,40.8592026438529,P01350,GAST,Neurology_II,Unique Protein
OID31084,36.888121867432666,Q96RU2,USP28,Neurology_II,Unique Protein
OID31085,31.63530389780924,Q9H1P3,OSBPL2,Neurology_II,Unique Protein
OID31086,37.495888251231015,O15269,SPTLC1,Neurology_II,Unique Protein
OID31087,73.71865355565369,O60890,OPHN1,Neurology_II,Unique Protein
OID31088,71.33909718309154,Q53GL0,PLEKHO1,Neurology_II,Unique Protein
OID31089,30.152767596519954,P21579,SYT1,Neurology_II,Unique Protein
OID31090,27.898524348754734,Q13277,STX3,Neurology_II,Unique Protein
OID31091,34.18270994886935,Q6UXV0,GFRAL,Neurology_II,Unique Protein
OID31092,33.917830003443875,Q9BQT9,CLSTN3,Neurology_II,Unique Protein
OID31093,30.99195428700723,Q2L4Q9,PRSS53,Neurology_II,Unique Protein
OID31094,34.5625838282636,Q5VV43,KIAA0319,Neurology_II,Unique Protein
OID31095,21.133555997358176,Q9BRJ6,C7orf50,Neurology_II,Unique Protein
OID31096,30.992375213438994,Q8IXS6,PALM2,Neurology_II,Unique Protein
OID31097,78.28586255333342,P0CG30,GSTT2B,Neurology_II,Unique Protein
OID31098,29.47076183234166,Q9BPX1,HSD17B14,Neurology_II,Unique Protein
OID31099,27.286103806606306,Q15256,PTPRR,Neurology_II,Unique Protein
OID31100,35.16895671168999,P10092,CALCB,Neurology_II,Unique Protein
OID31101,41.00834002262276,Q6UX71,PLXDC2,Neurology_II,Unique Protein
OID31102,38.82916624733965,Q9BXI3,NT5C1A,Neurology_II,Unique Protein
OID31103,33.40824596395172,O60235,TMPRSS11D,Neurology_II,Unique Protein
OID31104,52.790883730269044,Q5F1R6,DNAJC21,Neurology_II,Unique Protein
OID31105,33.28597143446966,P62760,VSNL1,Neurology_II,Unique Protein
OID31106,52.17030603502788,Q6QNY0,BLOC1S3,Neurology_II,Unique Protein
OID31107,60.40532150809018,Q03014,HHEX,Neurology_II,Unique Protein
OID31108,30.561346324595412,Q8TAT2,FGFBP3,Neurology_II,Unique Protein
OID31109,33.161304682086836,Q03252,LMNB2,Neurology_II,Unique Protein
OID31110,34.503255928138735,Q6P1J6,PLB1,Neurology_II,Unique Protein
OID31111,84.16076866017968,Q99704,DOK1,Neurology_II,Unique Protein
OID31112,44.49968686831542,Q9P2X3,IMPACT,Neurology_II,Unique Protein
OID31113,23.416652938059077,P46937,YAP1,Neurology_II,Unique Protein
OID31114,46.18947433814889,Q6XQN6,NAPRT,Neurology_II,Unique Protein
OID31115,28.547523913140978,Q9NPE2,NGRN,Neurology_II,Unique Protein
OID31116,49.49742008648019,Q8WYQ3,CHCHD10,Neurology_II,Unique Protein
OID31117,59.176091423311725,P59780,AP3S2,Neurology_II,Unique Protein
OID31118,37.08369036432669,Q9ULA0,DNPEP,Neurology_II,Unique Protein
OID31119,59.61160943910042,P13861,PRKAR2A,Neurology_II,Unique Protein
OID31120,74.33913723055433,Q15025,TNIP1,Neurology_II,Unique Protein
OID31121,58.300658975643216,O14530,TXNDC9,Neurology_II,Unique Protein
OID31122,42.45203508460785,P54315,PNLIPRP1,Neurology_II,Unique Protein
OID31123,59.50664123584944,Q9Y3C0,WASHC3,Neurology_II,Unique Protein
OID31124,21.83205182191071,Q9UKY0,PRND,Neurology_II,Unique Protein
OID31125,68.60266405741714,P47813,EIF1AX,Neurology_II,Unique Protein
OID31126,29.430791096178975,Q13938,CAPS,Neurology_II,Unique Protein
OID31127,41.700978040859376,Q4ZHG4,FNDC1,Neurology_II,Unique Protein
OID31128,29.072874486877954,P32455,GBP1,Neurology_II,Unique Protein
OID31129,302.32212922813085,P51460,INSL3,Neurology_II,Unique Protein
OID31130,42.605014817124534,Q8WW22,DNAJA4,Neurology_II,Unique Protein
OID31131,47.963475052873115,Q9UBC9,SPRR3,Neurology_II,Unique Protein
OID31132,37.8962937331504,P08579,SNRPB2,Neurology_II,Unique Protein
OID31133,54.165652586176705,Q92888,ARHGEF1,Neurology_II,Unique Protein
OID31134,82.20363832294765,A0FGR8,ESYT2,Neurology_II,Unique Protein
OID31135,61.45542080569043,P55210,CASP7,Neurology_II,Unique Protein
OID31136,43.04889021206403,Q7Z4V5,HDGFL2,Neurology_II,Unique Protein
OID31137,27.26774157614731,O95954,FTCD,Neurology_II,Unique Protein
OID31138,14.45315861312817,P11137,MAP2,Neurology_II,Unique Protein
OID31139,33.140799799919975,Q01432,AMPD3,Neurology_II,Unique Protein
OID31140,38.036772706781626,Q9Y6X8,ZHX2,Neurology_II,Unique Protein
OID31141,38.27387610719155,O75146,HIP1R,Neurology_II,Unique Protein
OID31142,79.15464179093249,P54819,AK2,Neurology_II,Unique Protein
OID31143,54.05146729199911,O60220,TIMM8A,Neurology_II,Unique Protein
OID31144,54.14107286191019,P07320,CRYGD,Neurology_II,Unique Protein
OID31145,51.33480717053549,Q9NR46,SH3GLB2,Neurology_II,Unique Protein
OID31146,53.774950747535065,Q9NRY6,PLSCR3,Neurology_II,Unique Protein
OID31147,73.23917429794095,Q96CN9,GCC1,Neurology_II,Unique Protein
OID31148,34.853782894169946,Q9NXV2,KCTD5,Neurology_II,Unique Protein
OID31149,51.17307317614488,P54252,ATXN3,Neurology_II,Unique Protein
OID31150,35.37741040960511,Q8IXM2,BAP18,Neurology_II,Unique Protein
OID31151,30.7124928875366,A8MVW5,HEPACAM2,Neurology_II,Unique Protein
OID31152,89.3961184484867,Q07817,BCL2L1,Neurology_II,Unique Protein
OID31153,34.80891767740631,Q8TF65,GIPC2,Neurology_II,Unique Protein
OID31154,116.70103751621537,P53814,SMTN,Neurology_II,Unique Protein
OID31155,84.83971687151201,Q00722,PLCB2,Neurology_II,Unique Protein
OID31156,86.75262918191132,Q8N4C8,MINK1,Neurology_II,Unique Protein
OID31157,34.957339092482854,P40313,CTRL,Neurology_II,Unique Protein
OID30049,55.622958769087674,Q8IZC4,RTKN2,Cardiometabolic_II,Unique Protein
OID30050,53.91047630901104,P78524,DENND2B,Cardiometabolic_II,Unique Protein
OID30051,67.39792359580127,Q9H2M3,BHMT2,Cardiometabolic_II,Unique Protein
OID30052,75.21123720807086,P55769,SNU13,Cardiometabolic_II,Unique Protein
OID30053,48.73391353449278,Q9Y2W1,THRAP3,Cardiometabolic_II,Unique Protein
OID30054,52.97311773284344,O43734,TRAF3IP2,Cardiometabolic_II,Unique Protein
OID30055,48.6097106723274,O00567,NOP56,Cardiometabolic_II,Unique Protein
OID30056,84.69000596539041,Q15477,SKIV2L,Cardiometabolic_II,Unique Protein
OID30057,31.702317866015,P25391,LAMA1,Cardiometabolic_II,Unique Protein
OID30058,40.94010820693562,P06753,TPM3,Cardiometabolic_II,Unique Protein
OID30059,49.77769076672823,P48507,GCLM,Cardiometabolic_II,Unique Protein
OID30060,116.01007967883501,Q9NZJ5,EIF2AK3,Cardiometabolic_II,Unique Protein
OID30061,53.950492792390236,Q9Y623,MYH4,Cardiometabolic_II,Unique Protein
OID30062,48.76476191160622,P23634,ATP2B4,Cardiometabolic_II,Unique Protein
OID30063,50.6683412867588,O14958,CASQ2,Cardiometabolic_II,Unique Protein
OID30064,52.593863251756964,O95180,CACNA1H,Cardiometabolic_II,Unique Protein
OID30065,47.87079937506974,P54709,ATP1B3,Cardiometabolic_II,Unique Protein
OID30066,52.132434589693666,Q13503,MED21,Cardiometabolic_II,Unique Protein
OID30067,65.67357747685708,P08913,ADRA2A,Cardiometabolic_II,Unique Protein
OID30068,45.578555448514,P49755,TMED10,Cardiometabolic_II,Unique Protein
OID30069,39.687357363589925,Q96DA2,RAB39B,Cardiometabolic_II,Unique Protein
OID30070,41.820198352041956,P46783,RPS10,Cardiometabolic_II,Unique Protein
OID30071,31.803315495917055,O00291,HIP1,Cardiometabolic_II,Unique Protein
OID30072,43.47930369638943,P04141,CSF2,Cardiometabolic_II,Unique Protein
OID30074,39.72176087504311,A6NCE7,MAP1LC3B2,Cardiometabolic_II,Unique Protein
OID30075,40.6315628664098,Q9Y3B8,REXO2,Cardiometabolic_II,Unique Protein
OID30076,45.526107530346486,Q6UWF7,NXPE4,Cardiometabolic_II,Unique Protein
OID30077,59.29360647004604,P55011,SLC12A2,Cardiometabolic_II,Unique Protein
OID30078,76.99836999101052,P10109,FDX1,Cardiometabolic_II,Unique Protein
OID30079,73.78888567704395,P30049,ATP5F1D,Cardiometabolic_II,Unique Protein
OID30080,36.403882758453,P33121,ACSL1,Cardiometabolic_II,Unique Protein
OID30081,96.14000804587829,O60701,UGDH,Cardiometabolic_II,Unique Protein
OID30082,62.15832451330397,Q9BY32,ITPA,Cardiometabolic_II,Unique Protein
OID30083,37.00175898817435,Q01780,EXOSC10,Cardiometabolic_II,Unique Protein
OID30084,33.88632259612693,Q08499,PDE4D,Cardiometabolic_II,Unique Protein
OID30085,65.64515118123464,P21817,RYR1,Cardiometabolic_II,Unique Protein
OID30086,20.990725724468906,Q96HD9,ACY3,Cardiometabolic_II,Unique Protein
OID30087,34.025893621373385,P35228,NOS2,Cardiometabolic_II,Unique Protein
OID30088,53.51250530331746,E2RYF7,HCG22,Cardiometabolic_II,Unique Protein
OID30089,61.119941807702624,Q9NVZ3,NECAP2,Cardiometabolic_II,Unique Protein
OID30090,43.41000786311355,Q9Y4C8,RBM19,Cardiometabolic_II,Unique Protein
OID30091,41.23717096084171,Q07973,CYP24A1,Cardiometabolic_II,Unique Protein
OID30092,168.41749973848798,Q04695,KRT17,Cardiometabolic_II,Unique Protein
OID30093,104.99388539178247,Q15059,BRD3,Cardiometabolic_II,Unique Protein
OID30094,54.69913451999281,B6SEH8,ERVV-1,Cardiometabolic_II,Unique Protein
OID30095,41.663986912551216,O95858,TSPAN15,Cardiometabolic_II,Unique Protein
OID30096,74.94772194062003,Q9H347,UBQLN3,Cardiometabolic_II,Unique Protein
OID30097,50.51497280976302,P06729,CD2,Cardiometabolic_II,Unique Protein
OID30098,52.98574145753692,Q96IW2,SHD,Cardiometabolic_II,Unique Protein
OID30099,22.77231279672789,A6BM72,MEGF11,Cardiometabolic_II,Unique Protein
OID30100,31.232211425460893,Q9UKX7,NUP50,Cardiometabolic_II,Unique Protein
OID30101,33.7522407052045,Q96LB8,PGLYRP4,Cardiometabolic_II,Unique Protein
OID30102,58.34009495914728,Q9NV35,NUDT15,Cardiometabolic_II,Unique Protein
OID30103,42.07160235288135,Q10587,TEF,Cardiometabolic_II,Unique Protein
OID30104,43.461845405316495,Q13296,SCGB2A2,Cardiometabolic_II,Unique Protein
OID30105,29.863145657560263,P20929,NEB,Cardiometabolic_II,Unique Protein
OID30106,48.52045442220219,Q5TA50,CPTP,Cardiometabolic_II,Unique Protein
OID30107,23.86204254559384,Q86UW2,SLC51B,Cardiometabolic_II,Unique Protein
OID30108,47.21532221912359,Q8WZ42,TTN,Cardiometabolic_II,Unique Protein
OID30109,36.441934013684865,Q9UFP1,GASK1A,Cardiometabolic_II,Unique Protein
OID30110,73.17909202742538,Q99707,MTR,Cardiometabolic_II,Unique Protein
OID30111,48.62612774217997,P21673,SAT1,Cardiometabolic_II,Unique Protein
OID30112,55.95062952714772,O00425,IGF2BP3,Cardiometabolic_II,Unique Protein
OID30113,36.0880512265929,O43290,SART1,Cardiometabolic_II,Unique Protein
OID30114,38.74515778177312,Q92935,EXTL1,Cardiometabolic_II,Unique Protein
OID30115,40.81459562787737,Q8N8E3,CEP112,Cardiometabolic_II,Unique Protein
OID30116,39.07380553307187,P16066,NPR1,Cardiometabolic_II,Unique Protein
OID30117,57.32277597450695,Q6NZY4,ZCCHC8,Cardiometabolic_II,Unique Protein
OID30118,58.108541481548535,P14415,ATP1B2,Cardiometabolic_II,Unique Protein
OID30119,66.7016522001421,Q96K76,USP47,Cardiometabolic_II,Unique Protein
OID30120,40.90391795844603,P05976,MYL1,Cardiometabolic_II,Unique Protein
OID30121,39.0598610719524,Q9Y2Y0,ARL2BP,Cardiometabolic_II,Unique Protein
OID30122,71.36002169562465,Q14088,RAB33A,Cardiometabolic_II,Unique Protein
OID30123,65.27343626276691,P38935,IGHMBP2,Cardiometabolic_II,Unique Protein
OID30124,57.86476102246139,P05026,ATP1B1,Cardiometabolic_II,Unique Protein
OID30125,88.81960291730752,O15305,PMM2,Cardiometabolic_II,Unique Protein
OID30126,37.979380327183165,Q9BW61,DDA1,Cardiometabolic_II,Unique Protein
OID30127,66.12685566369616,Q15370,ELOB,Cardiometabolic_II,Unique Protein
OID30128,79.44918022810566,Q8NET8,TRPV3,Cardiometabolic_II,Unique Protein
OID30129,48.24878485016505,P05000,IFNW1,Cardiometabolic_II,Unique Protein
OID30130,70.26542482480515,Q15018,ABRAXAS2,Cardiometabolic_II,Unique Protein
OID30131,61.11951550927812,P54296,MYOM2,Cardiometabolic_II,Unique Protein
OID30132,70.8454931349904,Q16836,HADH,Cardiometabolic_II,Unique Protein
OID30133,36.660316612007215,Q14353,GAMT,Cardiometabolic_II,Unique Protein
OID30134,36.61172894745152,P23511,NFYA,Cardiometabolic_II,Unique Protein
OID30135,51.20189315254392,Q07075,ENPEP,Cardiometabolic_II,Unique Protein
OID30136,28.08224103325151,Q9BV94,EDEM2,Cardiometabolic_II,Unique Protein
OID30137,80.84301682494099,Q02127,DHODH,Cardiometabolic_II,Unique Protein
OID30138,33.48329391582931,P57078,RIPK4,Cardiometabolic_II,Unique Protein
OID30139,164.44916973219674,Q6ZN66,GBP6,Cardiometabolic_II,Unique Protein
OID30140,38.831279007343305,Q9BZL6,PRKD2,Cardiometabolic_II,Unique Protein
OID30141,52.86571916179141,A6NHS7,MANSC4,Cardiometabolic_II,Unique Protein
OID30142,44.38564438423842,O75521,ECI2,Cardiometabolic_II,Unique Protein
OID30143,50.6320604649789,P12270,TPR,Cardiometabolic_II,Unique Protein
OID30144,46.557498574901736,Q9NYX4,CALY,Cardiometabolic_II,Unique Protein
OID30145,117.93458263895371,P37058,HSD17B3,Cardiometabolic_II,Unique Protein
OID30146,51.31671931228027,Q9BZC7,ABCA2,Cardiometabolic_II,Unique Protein
OID30147,67.7594386703833,Q6P4F2,FDX2,Cardiometabolic_II,Unique Protein
OID30148,53.88937921689612,Q16774,GUK1,Cardiometabolic_II,Unique Protein
OID30149,35.122576253837245,Q9UNN8,PROCR,Cardiometabolic_II,Unique Protein
OID30150,55.44258158616269,P10082,PYY,Cardiometabolic_II,Unique Protein
OID30151,57.68069409483495,O15018,PDZD2,Cardiometabolic_II,Unique Protein
OID30152,31.165750561899298,Q16206,ENOX2,Cardiometabolic_II,Unique Protein
OID30153,45.493618588514316,P0C7L1,SPINK8,Cardiometabolic_II,Unique Protein
OID30154,68.07089182645237,Q7Z7H5,TMED4,Cardiometabolic_II,Unique Protein
OID30155,114.7111178813064,Q9Y2L6,FRMD4B,Cardiometabolic_II,Unique Protein
OID30156,53.21618173668779,P55010,EIF5,Cardiometabolic_II,Unique Protein
OID30157,44.25827493305447,Q01581,HMGCS1,Cardiometabolic_II,Unique Protein
OID30158,69.02836484634388,Q12986,NFX1,Cardiometabolic_II,Unique Protein
OID30159,56.56755007415866,P22033,MMUT,Cardiometabolic_II,Unique Protein
OID30160,45.98601611984667,P19838,NFKB1,Cardiometabolic_II,Unique Protein
OID30161,34.76652054536934,Q01484,ANK2,Cardiometabolic_II,Unique Protein
OID30162,40.81600539443559,P59901,LILRA4,Cardiometabolic_II,Unique Protein
OID30163,36.019353253380395,O43896,KIF1C,Cardiometabolic_II,Unique Protein
OID30164,52.3270388256968,Q03013,GSTM4,Cardiometabolic_II,Unique Protein
OID30165,49.81692444061791,O94766,B3GAT3,Cardiometabolic_II,Unique Protein
OID30166,40.090948189299965,Q3SXY8,ARL13B,Cardiometabolic_II,Unique Protein
OID30167,103.35088164392832,O95670,ATP6V1G2,Cardiometabolic_II,Unique Protein
OID30168,30.56131451577455,O00327,ARNTL,Cardiometabolic_II,Unique Protein
OID30169,52.88482874821337,P48668,KRT6C,Cardiometabolic_II,Unique Protein
OID30170,41.191014167313575,P00966,ASS1,Cardiometabolic_II,Unique Protein
OID30171,60.854470959557304,Q96PU4,UHRF2,Cardiometabolic_II,Unique Protein
OID30172,31.994137529231864,P20382,PMCH,Cardiometabolic_II,Unique Protein
OID30173,78.01308532070598,P35606,COPB2,Cardiometabolic_II,Unique Protein
OID30174,63.796260511135195,P13224,GP1BB,Cardiometabolic_II,Unique Protein
OID30175,71.7006066745383,Q14807,KIF22,Cardiometabolic_II,Unique Protein
OID30176,51.979400295509,P50461,CSRP3,Cardiometabolic_II,Unique Protein
OID30177,29.67413268073474,Q14781,CBX2,Cardiometabolic_II,Unique Protein
OID30178,45.167067244734255,Q96A35,MRPL24,Cardiometabolic_II,Unique Protein
OID30179,63.710299158430374,Q58F21,BRDT,Cardiometabolic_II,Unique Protein
OID30180,54.27653349468559,Q96EU7,C1GALT1C1,Cardiometabolic_II,Unique Protein
OID30181,62.824278907764985,Q5VVQ6,YOD1,Cardiometabolic_II,Unique Protein
OID30182,93.58008734293708,A6NDB9,PALM3,Cardiometabolic_II,Unique Protein
OID30183,53.912180728226524,O75534,CSDE1,Cardiometabolic_II,Unique Protein
OID30184,70.47360023408879,Q13563,PKD2,Cardiometabolic_II,Unique Protein
OID30185,44.70435018387807,Q99598,TSNAX,Cardiometabolic_II,Unique Protein
OID30186,58.09432315905243,Q86VP3,PACS2,Cardiometabolic_II,Unique Protein
OID30187,81.46573921770155,Q5W0V3,FHIP2A,Cardiometabolic_II,Unique Protein
OID30188,86.95477642014063,P41227,NAA10,Cardiometabolic_II,Unique Protein
OID30189,43.90029856941141,Q86VR7,VSIG10L,Cardiometabolic_II,Unique Protein
OID30190,59.199931911919116,Q93052,LPP,Cardiometabolic_II,Unique Protein
OID30191,57.99963904148421,O75427,LRCH4,Cardiometabolic_II,Unique Protein
OID30192,42.26928254369166,P35609,ACTN2,Cardiometabolic_II,Unique Protein
OID30193,25.611138517187214,P32241,VIPR1,Cardiometabolic_II,Unique Protein
OID30194,69.47397881783867,Q8ND90,PNMA1,Cardiometabolic_II,Unique Protein
OID30195,43.99047135609325,Q5JTV8,TOR1AIP1,Cardiometabolic_II,Unique Protein
OID30196,17.382660795142932,Q9UBV2,SEL1L,Cardiometabolic_II,Unique Protein
OID30197,19.610307447765525,P46926,GNPDA1,Cardiometabolic_II,Unique Protein
OID30198,99.42117052488364,Q8NFP7,NUDT10,Cardiometabolic_II,Unique Protein
OID30199,26.425129161581673,Q14324,MYBPC2,Cardiometabolic_II,Unique Protein
OID30200,34.85496066476874,P35520,CBS,Cardiometabolic_II,Unique Protein
OID30201,45.74732554635072,O14841,OPLAH,Cardiometabolic_II,Unique Protein
OID30202,21.154120416752075,Q8WXC3,PYDC1,Cardiometabolic_II,Unique Protein
OID30203,21.447332066471887,O43423,ANP32C,Cardiometabolic_II,Unique Protein
OID30204,26.00532974225329,Q9BQI0,AIF1L,Cardiometabolic_II,Unique Protein
OID30205,30.51957316185533,Q8TER0,SNED1,Cardiometabolic_II,Unique Protein
OID30206,36.376073160846495,Q9BTK6,PAGR1,Cardiometabolic_II,Unique Protein
OID30207,14.35247157638077,Q9H173,SIL1,Cardiometabolic_II,Unique Protein
OID30208,18.255645659993906,P20645,M6PR,Cardiometabolic_II,Unique Protein
OID30209,26.301841838345517,P13929,ENO3,Cardiometabolic_II,Unique Protein
OID30210,16.02852845483795,Q96ID5,IGSF21,Cardiometabolic_II,Unique Protein
OID30211,14.20591242975835,P23327,HRC,Cardiometabolic_II,Unique Protein
OID30212,19.032013402024404,P29536,LMOD1,Cardiometabolic_II,Duplicated Protein with lowest CV
OID30213,31.877890840354116,Q13316,DMP1,Cardiometabolic_II,Unique Protein
OID30214,49.45637826733787,P35914,HMGCL,Cardiometabolic_II,Unique Protein
OID30215,29.20199396835852,Q9Y5X3,SNX5,Cardiometabolic_II,Unique Protein
OID30216,45.09648889391939,Q14643,ITPR1,Cardiometabolic_II,Unique Protein
OID30217,22.06830713629691,Q99807,COQ7,Cardiometabolic_II,Unique Protein
OID30218,52.616503970632266,Q99942,RNF5,Cardiometabolic_II,Unique Protein
OID30219,70.80380621195596,P36776,LONP1,Cardiometabolic_II,Unique Protein
OID30220,45.8505835062573,Q14457,BECN1,Cardiometabolic_II,Unique Protein
OID30221,20.53854066442119,I3L3R5,CCER2,Cardiometabolic_II,Unique Protein
OID30222,43.500475809266234,Q8N668,COMMD1,Cardiometabolic_II,Unique Protein
OID30223,43.62113636267922,P11532,DMD,Cardiometabolic_II,Unique Protein
OID30224,13.840188512295674,P05305,EDN1,Cardiometabolic_II,Unique Protein
OID30225,32.058039618146275,Q14160,SCRIB,Cardiometabolic_II,Duplicated Protein with lowest CV
OID30226,28.287554259269193,Q8WZ75,ROBO4,Cardiometabolic_II,Unique Protein
OID30227,44.24493108061719,P55809,OXCT1,Cardiometabolic_II,Unique Protein
OID30228,23.53644888607365,Q9BY49,PECR,Cardiometabolic_II,Unique Protein
OID30229,66.62277831794196,Q9NZN3,EHD3,Cardiometabolic_II,Unique Protein
OID30230,21.364398512455985,P14902,IDO1,Cardiometabolic_II,Duplicated Protein with lowest CV
OID30231,34.07529742248483,Q96C92,ENTR1,Cardiometabolic_II,Unique Protein
OID30232,44.224700914455326,O75506,HSBP1,Cardiometabolic_II,Unique Protein
OID30233,61.56049435295736,P01225,FSHB,Cardiometabolic_II,Unique Protein
OID30234,14.5276145178469,O95980,RECK,Cardiometabolic_II,Unique Protein
OID30235,19.289005920937456,Q8NC42,RNF149,Cardiometabolic_II,Unique Protein
OID30236,31.30101583974263,Q9H7C9,AAMDC,Cardiometabolic_II,Unique Protein
OID30237,44.44785349459787,Q8TAE8,GADD45GIP1,Cardiometabolic_II,Unique Protein
OID30238,17.553955075870658,Q5GAN6,RNASE10,Cardiometabolic_II,Unique Protein
OID30239,60.83867395228515,P30084,ECHS1,Cardiometabolic_II,Unique Protein
OID30240,84.06169620946874,Q5SW79,CEP170,Cardiometabolic_II,Unique Protein
OID30241,26.52616334063818,P50053,KHK,Cardiometabolic_II,Unique Protein
OID30242,48.91237712971688,O75348,ATP6V1G1,Cardiometabolic_II,Unique Protein
OID30243,45.622880462367455,Q53T59,HS1BP3,Cardiometabolic_II,Unique Protein
OID30244,14.598594407583022,Q8IVF2,AHNAK2,Cardiometabolic_II,Unique Protein
OID30245,27.545509632442123,P12829,MYL4,Cardiometabolic_II,Unique Protein
OID30246,15.452289658873669,Q0VD83,APOBR,Cardiometabolic_II,Unique Protein
OID30247,64.86658537557524,O75061,DNAJC6,Cardiometabolic_II,Unique Protein
